"Labor Force Data by County, 2014 Annual Averages",,,,,,,,,
,,,,,,,,,
,State,County,,,,,,,Unemploy-
CN5103500000000,51,035,"Carroll County, VA",2014,,"13,232     ","12,345     ",887     ,6.7     
CN5103600000000,51,036,"Charles City County, VA",2014,,"3,732     ","3,510     ",222     ,5.9     
CN5103700000000,51,037,"Charlotte County, VA",2014,,"5,291     ","4,932     ",359     ,6.8     
CN5104100000000,51,041,"Chesterfield County, VA",2014,,"178,093     ","168,987     ","9,106     ",5.1     
CN5104300000000,51,043,"Clarke County, VA",2014,,"7,573     ","7,242     ",331     ,4.4     
CN5104500000000,51,045,"Craig County, VA",2014,,"2,468     ","2,311     ",157     ,6.4     
CN5104700000000,51,047,"Culpeper County, VA",2014,,"23,437     ","22,267     ","1,170     ",5.0     
CN5104900000000,51,049,"Cumberland County, VA",2014,,"4,512     ","4,235     ",277     ,6.1     
CN5105100000000,51,051,"Dickenson County, VA",2014,,"5,217     ","4,687     ",530     ,10.2     
CN5105300000000,51,053,"Dinwiddie County, VA",2014,,"13,512     ","12,642     ",870     ,6.4     
CN5105700000000,51,057,"Essex County, VA",2014,,"5,690     ","5,328     ",362     ,6.4     
CN5105900000000,51,059,"Fairfax County, VA",2014,,"622,185     ","596,248     ","25,937     ",4.2     
CN5106100000000,51,061,"Fauquier County, VA",2014,,"36,054     ","34,404     ","1,650     ",4.6     
CN5106300000000,51,063,"Floyd County, VA",2014,,"8,333     ","7,947     ",386     ,4.6     
CN5106500000000,51,065,"Fluvanna County, VA",2014,,"13,217     ","12,640     ",577     ,4.4     
CN5106700000000,51,067,"Franklin County, VA",2014,,"27,265     ","25,808     ","1,457     ",5.3     
CN5106900000000,51,069,"Frederick County, VA",2014,,"44,645     ","42,551     ","2,094     ",4.7     
CN5107100000000,51,071,"Giles County, VA",2014,,"8,095     ","7,596     ",499     ,6.2     
CN5107300000000,51,073,"Gloucester County, VA",2014,,"19,508     ","18,569     ",939     ,4.8     
CN5107500000000,51,075,"Goochland County, VA",2014,,"10,579     ","10,074     ",505     ,4.8     
CN5107700000000,51,077,"Grayson County, VA",2014,,"7,050     ","6,501     ",549     ,7.8     
CN5107900000000,51,079,"Greene County, VA",2014,,"9,889     ","9,454     ",435     ,4.4     
CN5108100000000,51,081,"Greensville County, VA",2014,,"4,260     ","3,984     ",276     ,6.5     
CN5108300000000,51,083,"Halifax County, VA",2014,,"15,547     ","14,333     ","1,214     ",7.8     
CN5108500000000,51,085,"Hanover County, VA",2014,,"56,007     ","53,459     ","2,548     ",4.5     
CN5108700000000,51,087,"Henrico County, VA",2014,,"176,899     ","167,897     ","9,002     ",5.1     
CN5108900000000,51,089,"Henry County, VA",2014,,"22,955     ","21,194     ","1,761     ",7.7     
CN5109100000000,51,091,"Highland County, VA",2014,,"1,423     ","1,368     ",55     ,3.9     
CN5109300000000,51,093,"Isle of Wight County, VA",2014,,"19,043     ","18,046     ",997     ,5.2     
CN5109500000000,51,095,"James City County, VA",2014,,"34,743     ","33,039     ","1,704     ",4.9     
CN5109700000000,51,097,"King and Queen County, VA",2014,,"3,656     ","3,446     ",210     ,5.7     
CN5109900000000,51,099,"King George County, VA",2014,,"12,125     ","11,473     ",652     ,5.4     
CN5110100000000,51,101,"King William County, VA",2014,,"8,786     ","8,333     ",453     ,5.2     
CN5110300000000,51,103,"Lancaster County, VA",2014,,"5,326     ","4,916     ",410     ,7.7     
CN5110500000000,51,105,"Lee County, VA",2014,,"8,871     ","8,148     ",723     ,8.2     
CN5110700000000,51,107,"Loudoun County, VA",2014,,"196,721     ","188,380     ","8,341     ",4.2     
CN5110900000000,51,109,"Louisa County, VA",2014,,"18,518     ","17,580     ",938     ,5.1     
CN5111100000000,51,111,"Lunenburg County, VA",2014,,"5,356     ","5,040     ",316     ,5.9     
CN5111300000000,51,113,"Madison County, VA",2014,,"7,153     ","6,860     ",293     ,4.1     
CN5111500000000,51,115,"Mathews County, VA",2014,,"4,141     ","3,949     ",192     ,4.6     
CN5111700000000,51,117,"Mecklenburg County, VA",2014,,"12,661     ","11,686     ",975     ,7.7     
CN5111900000000,51,119,"Middlesex County, VA",2014,,"5,034     ","4,780     ",254     ,5.0     
CN5112100000000,51,121,"Montgomery County, VA",2014,,"49,963     ","47,419     ","2,544     ",5.1     
CN5112500000000,51,125,"Nelson County, VA",2014,,"7,420     ","7,055     ",365     ,4.9     
CN5112700000000,51,127,"New Kent County, VA",2014,,"11,119     ","10,617     ",502     ,4.5     
CN5113100000000,51,131,"Northampton County, VA",2014,,"6,060     ","5,599     ",461     ,7.6     
CN5113300000000,51,133,"Northumberland County, VA",2014,,"5,642     ","5,243     ",399     ,7.1     
CN5113500000000,51,135,"Nottoway County, VA",2014,,"7,080     ","6,701     ",379     ,5.4     
CN5113700000000,51,137,"Orange County, VA",2014,,"16,239     ","15,380     ",859     ,5.3     
CN5113900000000,51,139,"Page County, VA",2014,,"11,874     ","10,916     ",958     ,8.1     
CN5114100000000,51,141,"Patrick County, VA",2014,,"7,748     ","7,232     ",516     ,6.7     
CN5114300000000,51,143,"Pittsylvania County, VA",2014,,"30,274     ","28,348     ","1,926     ",6.4     
CN5114500000000,51,145,"Powhatan County, VA",2014,,"13,714     ","13,093     ",621     ,4.5     
CN5114700000000,51,147,"Prince Edward County, VA",2014,,"9,773     ","9,004     ",769     ,7.9     
CN5114900000000,51,149,"Prince George County, VA",2014,,"14,816     ","13,885     ",931     ,6.3     
CN5115300000000,51,153,"Prince William County, VA",2014,,"232,692     ","221,328     ","11,364     ",4.9     
CN5115500000000,51,155,"Pulaski County, VA",2014,,"16,517     ","15,513     ","1,004     ",6.1     
CN5115700000000,51,157,"Rappahannock County, VA",2014,,"3,811     ","3,629     ",182     ,4.8     
CN5115900000000,51,159,"Richmond County, VA",2014,,"3,972     ","3,755     ",217     ,5.5     
CN5116100000000,51,161,"Roanoke County, VA",2014,,"50,170     ","47,881     ","2,289     ",4.6     
CN5116300000000,51,163,"Rockbridge County, VA",2014,,"9,899     ","9,349     ",550     ,5.6     
CN5116500000000,51,165,"Rockingham County, VA",2014,,"40,532     ","38,638     ","1,894     ",4.7     
CN5116700000000,51,167,"Russell County, VA",2014,,"11,294     ","10,404     ",890     ,7.9     
CN5116900000000,51,169,"Scott County, VA",2014,,"9,820     ","9,248     ",572     ,5.8     
CN5117100000000,51,171,"Shenandoah County, VA",2014,,"21,316     ","20,253     ","1,063     ",5.0     
CN5117300000000,51,173,"Smyth County, VA",2014,,"13,484     ","12,428     ","1,056     ",7.8     
CN5117500000000,51,175,"Southampton County, VA",2014,,"9,133     ","8,686     ",447     ,4.9     
CN5117700000000,51,177,"Spotsylvania County, VA",2014,,"64,351     ","60,884     ","3,467     ",5.4     
CN5117900000000,51,179,"Stafford County, VA",2014,,"66,931     ","63,375     ","3,556     ",5.3     
CN5118100000000,51,181,"Surry County, VA",2014,,"3,677     ","3,449     ",228     ,6.2     
CN5118300000000,51,183,"Sussex County, VA",2014,,"4,122     ","3,802     ",320     ,7.8     
CN5118500000000,51,185,"Tazewell County, VA",2014,,"17,172     ","15,770     ","1,402     ",8.2     
CN5118700000000,51,187,"Warren County, VA",2014,,"19,991     ","18,866     ","1,125     ",5.6     
CN5119100000000,51,191,"Washington County, VA",2014,,"27,723     ","26,129     ","1,594     ",5.7     
CN5119300000000,51,193,"Westmoreland County, VA",2014,,"9,043     ","8,460     ",583     ,6.4     
CN5119500000000,51,195,"Wise County, VA",2014,,"14,493     ","13,122     ","1,371     ",9.5     
CN5119700000000,51,197,"Wythe County, VA",2014,,"13,820     ","12,933     ",887     ,6.4     
CN5119900000000,51,199,"York County, VA",2014,,"31,951     ","30,356     ","1,595     ",5.0     
CN5151000000000,51,510,"Alexandria city, VA",2014,,"93,898     ","90,298     ","3,600     ",3.8     
CN5152000000000,51,520,"Bristol city, VA",2014,,"7,750     ","7,256     ",494     ,6.4     
CN5153000000000,51,530,"Buena Vista city, VA",2014,,"3,167     ","2,976     ",191     ,6.0     
CN5154000000000,51,540,"Charlottesville city, VA",2014,,"24,312     ","23,263     ","1,049     ",4.3     
CN5155000000000,51,550,"Chesapeake city, VA",2014,,"117,705     ","111,515     ","6,190     ",5.3     
CN5157000000000,51,570,"Colonial Heights city, VA",2014,,"8,736     ","8,231     ",505     ,5.8     
CN5158000000000,51,580,"Covington city, VA",2014,,"2,492     ","2,293     ",199     ,8.0     
CN5159000000000,51,590,"Danville city, VA",2014,,"19,520     ","17,815     ","1,705     ",8.7     
CN5159500000000,51,595,"Emporia city, VA",2014,,"2,321     ","2,131     ",190     ,8.2     
CN5160000000000,51,600,"Fairfax city, VA",2014,,"13,293     ","12,747     ",546     ,4.1     
CN5161000000000,51,610,"Falls Church city, VA",2014,,"7,818     ","7,537     ",281     ,3.6     
CN5162000000000,51,620,"Franklin city, VA",2014,,"3,624     ","3,340     ",284     ,7.8     
CN5163000000000,51,630,"Fredericksburg city, VA",2014,,"13,721     ","12,885     ",836     ,6.1     
CN5164000000000,51,640,"Galax city, VA",2014,,"3,002     ","2,783     ",219     ,7.3     
CN5165000000000,51,650,"Hampton city, VA",2014,,"65,815     ","61,392     ","4,423     ",6.7     
CN5166000000000,51,660,"Harrisonburg city, VA",2014,,"24,307     ","22,829     ","1,478     ",6.1     
CN5167000000000,51,670,"Hopewell city, VA",2014,,"9,691     ","8,823     ",868     ,9.0     
CN5167800000000,51,678,"Lexington city, VA",2014,,"2,086     ","1,908     ",178     ,8.5     
CN5168000000000,51,680,"Lynchburg city, VA",2014,,"36,135     ","33,832     ","2,303     ",6.4     
CN5168300000000,51,683,"Manassas city, VA",2014,,"22,199     ","21,089     ","1,110     ",5.0     
CN5168500000000,51,685,"Manassas Park city, VA",2014,,"8,192     ","7,801     ",391     ,4.8     
CN5169000000000,51,690,"Martinsville city, VA",2014,,"5,556     ","5,005     ",551     ,9.9     
CN5170000000000,51,700,"Newport News city, VA",2014,,"91,032     ","85,349     ","5,683     ",6.2     
CN5171000000000,51,710,"Norfolk city, VA",2014,,"112,466     ","105,312     ","7,154     ",6.4     
CN5172000000000,51,720,"Norton city, VA",2014,,"1,813     ","1,673     ",140     ,7.7     
CN5173000000000,51,730,"Petersburg city, VA",2014,,"13,844     ","12,363     ","1,481     ",10.7     
CN5173500000000,51,735,"Poquoson city, VA",2014,,"6,322     ","6,035     ",287     ,4.5     
CN5174000000000,51,740,"Portsmouth city, VA",2014,,"45,253     ","41,969     ","3,284     ",7.3     
CN5175000000000,51,750,"Radford city, VA",2014,,"8,500     ","7,928     ",572     ,6.7     
CN5176000000000,51,760,"Richmond city, VA",2014,,"112,796     ","105,880     ","6,916     ",6.1     
CN5177000000000,51,770,"Roanoke city, VA",2014,,"50,276     ","47,334     ","2,942     ",5.9     
CN5177500000000,51,775,"Salem city, VA",2014,,"13,169     ","12,491     ",678     ,5.1     
CN5179000000000,51,790,"Staunton city, VA",2014,,"12,086     ","11,464     ",622     ,5.1     
CN5180000000000,51,800,"Suffolk city, VA",2014,,"42,524     ","40,079     ","2,445     ",5.7     
CN5181000000000,51,810,"Virginia Beach city, VA",2014,,"232,635     ","221,183     ","11,452     ",4.9     
CN5182000000000,51,820,"Waynesboro city, VA",2014,,"10,108     ","9,568     ",540     ,5.3     
CN5183000000000,51,830,"Williamsburg city, VA",2014,,"6,662     ","6,174     ",488     ,7.3     
CN5184000000000,51,840,"Winchester city, VA",2014,,"14,486     ","13,745     ",741     ,5.1     
CN5300100000000,53,001,"Adams County, WA",2014,,"8,474     ","7,866     ",608     ,7.2     
CN5300300000000,53,003,"Asotin County, WA",2014,,"9,697     ","9,179     ",518     ,5.3     
CN5300500000000,53,005,"Benton County, WA",2014,,"89,917     ","83,233     ","6,684     ",7.4     
CN5300700000000,53,007,"Chelan County, WA",2014,,"41,702     ","39,186     ","2,516     ",6.0     
CN5300900000000,53,009,"Clallam County, WA",2014,,"26,711     ","24,478     ","2,233     ",8.4     
CN5301100000000,53,011,"Clark County, WA",2014,,"209,174     ","194,498     ","14,676     ",7.0     
CN5301300000000,53,013,"Columbia County, WA",2014,,"1,741     ","1,618     ",123     ,7.1     
CN5301500000000,53,015,"Cowlitz County, WA",2014,,"43,571     ","40,078     ","3,493     ",8.0     
CN5301700000000,53,017,"Douglas County, WA",2014,,"19,419     ","18,059     ","1,360     ",7.0     
CN5301900000000,53,019,"Ferry County, WA",2014,,"2,448     ","2,171     ",277     ,11.3     
CN5302100000000,53,021,"Franklin County, WA",2014,,"38,015     ","34,869     ","3,146     ",8.3     
CN5302300000000,53,023,"Garfield County, WA",2014,,960     ,897     ,63     ,6.6     
CN5302500000000,53,025,"Grant County, WA",2014,,"44,878     ","41,568     ","3,310     ",7.4     
CN5302700000000,53,027,"Grays Harbor County, WA",2014,,"27,178     ","24,445     ","2,733     ",10.1     
CN5302900000000,53,029,"Island County, WA",2014,,"31,705     ","29,621     ","2,084     ",6.6     
CN5303100000000,53,031,"Jefferson County, WA",2014,,"11,185     ","10,293     ",892     ,8.0     
CN5303300000000,53,033,"King County, WA",2014,,"1,161,113     ","1,106,290     ","54,823     ",4.7     
CN5303500000000,53,035,"Kitsap County, WA",2014,,"113,480     ","106,574     ","6,906     ",6.1     
CN5303700000000,53,037,"Kittitas County, WA",2014,,"20,176     ","18,786     ","1,390     ",6.9     
CN5303900000000,53,039,"Klickitat County, WA",2014,,"9,583     ","8,846     ",737     ,7.7     
CN5304100000000,53,041,"Lewis County, WA",2014,,"30,519     ","27,772     ","2,747     ",9.0     
CN5304300000000,53,043,"Lincoln County, WA",2014,,"5,046     ","4,757     ",289     ,5.7     
CN5304500000000,53,045,"Mason County, WA",2014,,"23,119     ","21,200     ","1,919     ",8.3     
CN5304700000000,53,047,"Okanogan County, WA",2014,,"21,340     ","19,827     ","1,513     ",7.1     
CN5304900000000,53,049,"Pacific County, WA",2014,,"7,848     ","7,077     ",771     ,9.8     
CN5305100000000,53,051,"Pend Oreille County, WA",2014,,"4,575     ","4,120     ",455     ,9.9     
CN5305300000000,53,053,"Pierce County, WA",2014,,"385,100     ","358,258     ","26,842     ",7.0     
CN5305500000000,53,055,"San Juan County, WA",2014,,"7,685     ","7,303     ",382     ,5.0     
CN5305700000000,53,057,"Skagit County, WA",2014,,"56,455     ","52,395     ","4,060     ",7.2     
CN5305900000000,53,059,"Skamania County, WA",2014,,"4,945     ","4,540     ",405     ,8.2     
CN5306100000000,53,061,"Snohomish County, WA",2014,,"396,624     ","375,709     ","20,915     ",5.3     
CN5306300000000,53,063,"Spokane County, WA",2014,,"225,213     ","209,642     ","15,571     ",6.9     
CN5306500000000,53,065,"Stevens County, WA",2014,,"17,382     ","15,774     ","1,608     ",9.3     
CN5306700000000,53,067,"Thurston County, WA",2014,,"123,254     ","115,313     ","7,941     ",6.4     
CN5306900000000,53,069,"Wahkiakum County, WA",2014,,"1,275     ","1,153     ",122     ,9.6     
CN5307100000000,53,071,"Walla Walla County, WA",2014,,"28,447     ","26,707     ","1,740     ",6.1     
CN5307300000000,53,073,"Whatcom County, WA",2014,,"101,273     ","94,674     ","6,599     ",6.5     
CN5307500000000,53,075,"Whitman County, WA",2014,,"22,139     ","20,991     ","1,148     ",5.2     
CN5307700000000,53,077,"Yakima County, WA",2014,,"119,501     ","109,208     ","10,293     ",8.6     
CN5400100000000,54,001,"Barbour County, WV",2014,,"6,835     ","6,376     ",459     ,6.7     
CN5400300000000,54,003,"Berkeley County, WV",2014,,"52,649     ","49,762     ","2,887     ",5.5     
CN5400500000000,54,005,"Boone County, WV",2014,,"8,441     ","7,658     ",783     ,9.3     
CN5400700000000,54,007,"Braxton County, WV",2014,,"5,237     ","4,742     ",495     ,9.5     
CN5400900000000,54,009,"Brooke County, WV",2014,,"10,127     ","9,391     ",736     ,7.3     
CN5401100000000,54,011,"Cabell County, WV",2014,,"42,217     ","39,896     ","2,321     ",5.5     
CN5401300000000,54,013,"Calhoun County, WV",2014,,"2,909     ","2,626     ",283     ,9.7     
CN5401500000000,54,015,"Clay County, WV",2014,,"3,325     ","2,963     ",362     ,10.9     
CN5401700000000,54,017,"Doddridge County, WV",2014,,"3,641     ","3,459     ",182     ,5.0     
CN5401900000000,54,019,"Fayette County, WV",2014,,"16,638     ","15,247     ","1,391     ",8.4     
CN5402100000000,54,021,"Gilmer County, WV",2014,,"2,747     ","2,569     ",178     ,6.5     
CN5402300000000,54,023,"Grant County, WV",2014,,"5,823     ","5,373     ",450     ,7.7     
CN5402500000000,54,025,"Greenbrier County, WV",2014,,"15,166     ","14,118     ","1,048     ",6.9     
CN5402700000000,54,027,"Hampshire County, WV",2014,,"9,425     ","8,833     ",592     ,6.3     
CN5402900000000,54,029,"Hancock County, WV",2014,,"13,161     ","12,104     ","1,057     ",8.0     
CN5403100000000,54,031,"Hardy County, WV",2014,,"5,361     ","4,909     ",452     ,8.4     
CN5403300000000,54,033,"Harrison County, WV",2014,,"31,863     ","30,149     ","1,714     ",5.4     
CN5403500000000,54,035,"Jackson County, WV",2014,,"11,858     ","11,066     ",792     ,6.7     
CN5403700000000,54,037,"Jefferson County, WV",2014,,"26,952     ","25,695     ","1,257     ",4.7     
CN5403900000000,54,039,"Kanawha County, WV",2014,,"88,848     ","83,617     ","5,231     ",5.9     
CN5404100000000,54,041,"Lewis County, WV",2014,,"7,191     ","6,735     ",456     ,6.3     
CN5404300000000,54,043,"Lincoln County, WV",2014,,"7,539     ","6,815     ",724     ,9.6     
CN5404500000000,54,045,"Logan County, WV",2014,,"11,921     ","10,664     ","1,257     ",10.5     
CN5404700000000,54,047,"McDowell County, WV",2014,,"5,785     ","5,027     ",758     ,13.1     
